epoch,method,NMI,ARI,ACC,BalancedACC,F1_Macro,RareACC,UltraRareACC,n_clusters_found,resolution,selection_metric,selection_score,rare_weighted_silhouette,target_clusters,target_source,cluster_count_diff,noise_fraction,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_scan_enabled
119,hdbscan_final,0.9122177952457008,0.9244654129213528,0.9366708468087915,0.9148580858227019,0.7559160267816485,0.9579207920792079,0.6802721088435374,15,,rare_weighted_silhouette_unsupervised,0.5775355263592951,0.5775355263592951,28,legacy_estimate_k,13,0.0516137548676655,8,6,eom,False
119,leiden_target12_final,0.9486965072816429,0.9614299493706493,0.9797373110685763,0.9014674905099578,0.9002072337826124,0.9236798679867987,0.0,11,0.05,cluster_count_abs_error_then_silhouette,0.6819264888763428,,12,,,,,,,
