epoch,method,NMI,ARI,ACC,BalancedACC,F1_Macro,RareACC,UltraRareACC,n_clusters_found,resolution,selection_metric,selection_score,rare_weighted_silhouette,target_clusters,target_source,cluster_count_diff,noise_fraction,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_scan_enabled
119,hdbscan_final,0.8162614053749659,0.6107002323051303,0.7178736517719568,0.7963247792238903,0.6658092349007182,0.9667013527575442,0.6428571428571429,15,,rare_weighted_silhouette_unsupervised,0.6875333418644515,0.6875333418644515,13,legacy_estimate_k,2,0.005546995377503852,8,6,eom,False
119,leiden_target13_final,0.8170315821770355,0.669054773038822,0.8095531587057011,0.8000391748417692,0.7810426527066807,0.9479708636836629,0.0,13,0.05,cluster_count_abs_error_then_silhouette,0.735619068145752,,13,,,,,,,
