epoch,method,NMI,ARI,ACC,BalancedACC,F1_Macro,RareACC,UltraRareACC,n_clusters_found,resolution,selection_metric,selection_score,rare_weighted_silhouette,target_clusters,target_source,cluster_count_diff,noise_fraction,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_scan_enabled
119,hdbscan_final,0.607890146148202,0.5459843343891061,0.7057650028499308,0.5641141790530496,0.3174833102801302,0.678125,0.8173076923076923,14,,rare_weighted_silhouette_unsupervised,0.1735896825067749,0.1735896825067749,25,legacy_estimate_k,11,0.0909127921179057,8,6,eom,False
119,leiden_target8_final,0.7531980142496417,0.7677332209115251,0.8187444019216676,0.7700225539131951,0.6885053418082415,0.859375,0.8365384615384616,8,0.05,cluster_count_abs_error_then_silhouette,0.4412507712841034,,8,,,,,,,
