epoch,method,NMI,ARI,ACC,BalancedACC,F1_Macro,RareACC,UltraRareACC,n_clusters_found,resolution,selection_metric,selection_score,rare_weighted_silhouette,target_clusters,target_source,cluster_count_diff,noise_fraction,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_scan_enabled
119,hdbscan_final,0.8679142905064121,0.8785258855428295,0.8410672853828306,0.6905881694125846,0.5995386825070314,0.5776892430278885,0.7692307692307693,12,,rare_weighted_silhouette_unsupervised,0.777135350849858,0.777135350849858,8,legacy_estimate_k,4,0.00580046403712297,8,6,eom,False
119,leiden_target14_final,0.7503713797539432,0.4752366265504987,0.521461716937355,0.5919339320911969,0.4348596137884863,0.5896414342629482,0.6666666666666666,15,0.6,cluster_count_abs_error_then_silhouette,0.44169074296951294,,14,,,,,,,
